Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,timestamp,source_ip
21,6,2/16/2018 10:12,4,1,1,0,0,0,0,0,0,0,0,0,0,0,500000,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,250000,250000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest,53:48.2,87.236.232.200
21,6,2/16/2018 10:50,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1000000,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000,500000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest,53:48.2,87.236.232.200
21,6,2/16/2018 10:12,21,1,1,0,0,0,0,0,0,0,0,0,0,0,95238.09524,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,47619.04762,47619.04762,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest,53:48.2,87.236.232.200
59264,6,2/16/2018 1:47,4431064,5,3,935,311,935,0,187,418.1447118,311,0,103.6666667,179.5559337,281.1965704,1.805435444,633009.1429,1616939.597,4299468,7,4431064,1107766,2128091.649,4299475,24,85330,42665,25759.90004,60880,24450,0,0,0,0,168,104,1.128397152,0.677038291,0,935,138.4444444,315.9201288,99805.52778,0,0,0,0,1,0,0,0,0,155.75,187,103.6666667,0,0,0,0,0,0,5,935,3,311,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
21,6,2/16/2018 10:54,22,1,1,0,0,0,0,0,0,0,0,0,0,0,90909.09091,22,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,45454.54545,45454.54545,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest,53:48.2,87.236.232.200
21,6,2/16/2018 10:23,40,1,1,0,0,0,0,0,0,0,0,0,0,0,50000,40,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,25000,25000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,723,2,0,0,0,0,0,0,0,0,0,0,0,0,2766.251729,723,0,723,723,723,723,0,723,723,0,0,0,0,0,0,0,0,0,64,0,2766.251729,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
44216,6,2/16/2018 1:48,4515167,5,4,935,726,935,0,187,418.1447118,363,0,181.5,209.5781477,367.8712216,1.993281755,564395.875,1464807.1,4185126,5,4515167,1128791.75,2041631.417,4185131,26,290869,96956.33333,107115.5741,212106,277,0,0,0,0,168,136,1.107378753,0.885903002,0,935,166.1,309.4566744,95763.43333,0,0,0,0,1,0,0,0,0,184.5555556,187,181.5,0,0,0,0,0,0,5,935,4,726,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,1072,2,0,0,0,0,0,0,0,0,0,0,0,0,1865.671642,1072,0,1072,1072,1072,1072,0,1072,1072,0,0,0,0,0,0,0,0,0,64,0,1865.671642,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
21,6,2/16/2018 10:33,3,1,1,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,333333.3333,333333.3333,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest,53:48.2,87.236.232.200
21,6,2/16/2018 10:25,22,1,1,0,0,0,0,0,0,0,0,0,0,0,90909.09091,22,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,45454.54545,45454.54545,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,43918,3,0,0,0,0,0,0,0,0,0,0,0,0,68.30912154,21959,26087.99759,40406,3512,43918,21959,26087.99759,40406,3512,0,0,0,0,0,0,0,0,0,96,0,68.30912154,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
55144,6,2/16/2018 1:46,4634855,5,3,935,374,935,0,187,418.1447118,374,0,124.6666667,215.9290007,282.4252323,1.72605184,662122.1429,1671981.922,4451605,6,4634855,1158713.75,2196339.107,4451613,23,156971,78485.5,110387.1467,156541,430,0,0,0,0,168,104,1.0787824,0.64726944,0,935,145.4444444,320.8804727,102964.2778,0,0,0,0,1,0,0,0,0,163.625,187,124.6666667,0,0,0,0,0,0,5,935,3,374,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,68604,2,0,0,0,0,0,0,0,0,0,0,0,0,29.15281908,68604,0,68604,68604,68604,68604,0,68604,68604,0,0,0,0,0,0,0,0,0,64,0,29.15281908,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,34960,2,0,0,0,0,0,0,0,0,0,0,0,0,57.20823799,34960,0,34960,34960,34960,34960,0,34960,34960,0,0,0,0,0,0,0,0,0,64,0,57.20823799,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,80374,3,0,0,0,0,0,0,0,0,0,0,0,0,37.32550327,40187,1354.816593,41145,39229,80374,40187,1354.816593,41145,39229,0,0,0,0,0,0,0,0,0,96,0,37.32550327,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
38178,6,2/16/2018 1:48,4265834,5,3,935,349,935,0,187,418.1447118,349,0,116.3333333,201.4952439,300.9962413,1.875365989,609404.8571,1565241.562,4158770,6,4265834,1066458.5,2061729.89,4158776,22,67284,33642,17202.49377,45806,21478,0,0,0,0,168,104,1.172103743,0.7032622460000001,0,935,142.6666667,318.7557843,101605.25,0,0,0,0,1,0,0,0,0,160.5,187,116.3333333,0,0,0,0,0,0,5,935,3,349,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,14225,2,0,0,0,0,0,0,0,0,0,0,0,0,140.5975395,14225,0,14225,14225,14225,14225,0,14225,14225,0,0,0,0,0,0,0,0,0,64,0,140.5975395,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,827,2,0,0,0,0,0,0,0,0,0,0,0,0,2418.379686,827,0,827,827,827,827,0,827,827,0,0,0,0,0,0,0,0,0,64,0,2418.379686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
43062,6,2/16/2018 1:47,4268663,5,3,935,334,935,0,187,418.1447118,334,0,111.3333333,192.8349899,297.2827792,1.8741231150000002,609809,1560220.665,4147722,8,4268663,1067165.75,2053921.089,4147730,25,69752,34876,12395.58187,43641,26111,0,0,0,0,168,104,1.171326947,0.702796168,0,935,141,317.579124,100856.5,0,0,0,0,1,0,0,0,0,158.625,187,111.3333333,0,0,0,0,0,0,5,935,3,334,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
34954,6,2/16/2018 1:47,1098388,5,3,935,342,935,0,187,418.1447118,342,0,114,197.4537921,1162.612847,7.283400765,156912.5714,382786.9294,1024384,5,1098388,274597,500169.5599,1024391,19,34809,17404.5,1825.042602,18695,16114,0,0,0,0,168,104,4.552125478,2.731275287,0,935,141.8888889,318.1974405,101249.6111,0,0,0,0,1,0,0,0,0,159.625,187,114,0,0,0,0,0,0,5,935,3,342,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:48,9120,2,0,0,0,0,0,0,0,0,0,0,0,0,219.2982456,9120,0,9120,9120,9120,9120,0,9120,9120,0,0,0,0,0,0,0,0,0,64,0,219.2982456,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,64500333,4,4,350,935,350,0,87.5,175,935,0,233.75,467.5,19.92237777,0.124030367,9214333.286,24300000,64400000,6,64500000,21500000,37200000,64400000,9287,113369,37789.66667,39343.20432,78534,16,0,0,0,0,136,136,0.062015184,0.062015184,0,935,142.7777778,318.8368618,101656.9444,0,0,0,0,1,0,0,0,1,160.625,87.5,233.75,0,0,0,0,0,0,4,350,4,935,225,219,1,32,0,0,0,0,64400000,0,64400000,64400000,DoS attacks-Hulk,53:48.2,87.236.232.200
41570,6,2/16/2018 1:48,4320157,5,3,935,373,935,0,187,418.1447118,373,0,124.3333333,215.3516504,302.7667744,1.8517845529999999,617165.2857,1598517.976,4242106,9,4320157,1080039.25,2108233.216,4242115,25,64483,32241.5,9177.538913,38731,25752,0,0,0,0,168,104,1.157365346,0.694419207,0,935,145.3333333,320.791599,102907.25,0,0,0,0,1,0,0,0,0,163.5,187,124.3333333,0,0,0,0,0,0,5,935,3,373,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
56970,6,2/16/2018 1:47,4130710,5,3,935,299,935,0,187,418.1447118,299,0,99.66666667,172.6277305,298.7379894,1.9367130590000001,590101.4286,1536840.77,4075139,4,4130710,1032677.5,2028402.267,4075143,17,45170,22585,30486.20176,44142,1028,0,0,0,0,168,104,1.210445662,0.7262673970000001,0,935,137.1111111,315.1251515,99303.86111,0,0,0,0,1,0,0,0,0,154.25,187,99.66666667,0,0,0,0,0,0,5,935,3,299,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,2904,2,0,0,0,0,0,0,0,0,0,0,0,0,688.7052342,2904,0,2904,2904,2904,2904,0,2904,2904,0,0,0,0,0,0,0,0,0,64,0,688.7052342,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:45,79364,3,0,0,0,0,0,0,0,0,0,0,0,0,37.80051409,39682,997.0205615,40387,38977,79364,39682,997.0205615,40387,38977,0,0,0,0,0,0,0,0,0,96,0,37.80051409,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,13290,2,0,0,0,0,0,0,0,0,0,0,0,0,150.4890895,13290,0,13290,13290,13290,13290,0,13290,13290,0,0,0,0,0,0,0,0,0,64,0,150.4890895,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
44532,6,2/16/2018 1:47,4138173,5,3,935,358,935,0,187,418.1447118,358,0,119.3333333,206.6913964,312.4567291,1.933220288,591167.5714,1517205.251,4031322,5,4138173,1034543.25,1998066.369,4031330,21,70728,35364,49628.99654,70457,271,0,0,0,0,168,104,1.20826268,0.7249576080000001,0,935,143.6666667,319.4972613,102078.5,0,0,0,0,1,0,0,0,0,161.625,187,119.3333333,0,0,0,0,0,0,5,935,3,358,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
33294,6,2/16/2018 1:47,4259090,5,3,935,327,935,0,187,418.1447118,327,0,109,188.793538,296.3074272,1.8783355130000001,608441.4286,1554481.607,4132795,6,4259090,1064772.5,2045728.808,4132801,42,94488,47244,66469.45165,94245,243,0,0,0,0,168,104,1.173959696,0.7043758170000001,0,935,140.2222222,317.0555069,100524.1944,0,0,0,0,1,0,0,0,0,157.75,187,109,0,0,0,0,0,0,5,935,3,327,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
43974,6,2/16/2018 1:46,64311641,5,4,935,358,935,0,187,418.1447118,358,0,89.5,179,20.10522481,0.13994356,8038955.125,22700000,64200000,4,64300000,16100000,32100000,64200000,24,64300000,21400000,37100000,64200000,14920,0,0,0,0,168,136,0.077746422,0.062197138000000006,0,935,129.3,304.631672,92800.45556,0,0,0,0,1,1,0,0,0,143.6666667,187,89.5,0,0,0,0,0,0,5,935,4,358,237,211,1,32,260,0,260,260,64200000,0,64200000,64200000,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:48,89870,3,0,0,0,0,0,0,0,0,0,0,0,0,33.38155113,44935,8741.254029,51116,38754,89870,44935,8741.254029,51116,38754,0,0,0,0,0,0,0,0,0,96,0,33.38155113,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,26870,2,0,0,0,0,0,0,0,0,0,0,0,0,74.43245255,26870,0,26870,26870,26870,26870,0,26870,26870,0,0,0,0,0,0,0,0,0,64,0,74.43245255,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
52858,6,2/16/2018 1:45,61089806,5,4,935,304,935,0,187,418.1447118,304,0,76,152,20.28161622,0.14732408900000002,7636225.75,21600000,61000000,4,61100000,15300000,30500000,61000000,29,61000000,20300000,35200000,61000000,300,0,0,0,0,168,136,0.081846716,0.065477373,0,935,123.9,300.5788674,90347.65556,0,0,0,0,1,1,0,0,0,137.6666667,187,76,0,0,0,0,0,0,5,935,4,304,219,211,1,32,293,0,293,293,61000000,0,61000000,61000000,Benign,53:48.2,87.236.232.200
35336,6,2/16/2018 1:46,4517907,5,3,935,284,935,0,187,418.1447118,284,0,94.66666667,163.9674764,269.8152043,1.7707314470000002,645415.2857,1640541.502,4364845,5,4517907,1129476.75,2157265.771,4364850,50,58660,29330,41126.74461,58411,249,0,0,0,0,168,104,1.106707154,0.664024293,0,935,135.4444444,314.2002193,98721.77778,0,0,0,0,1,0,0,0,0,152.375,187,94.66666667,0,0,0,0,0,0,5,935,3,284,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,8625,2,0,0,0,0,0,0,0,0,0,0,0,0,231.884058,8625,0,8625,8625,8625,8625,0,8625,8625,0,0,0,0,0,0,0,0,0,64,0,231.884058,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
21,6,2/16/2018 10:14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2000000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,1000000,1000000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest,53:48.2,87.236.232.200
40476,6,2/16/2018 1:46,4482997,5,3,935,327,935,0,187,418.1447118,327,0,109,188.793538,281.5081072,1.7845204890000002,640428.1429,1663314.656,4412313,3,4482997,1120749.25,2194456.082,4412324,27,43378,21689,23266.64153,38141,5237,0,0,0,0,168,104,1.115325306,0.669195183,0,935,140.2222222,317.0555069,100524.1944,0,0,0,0,1,0,0,0,0,157.75,187,109,0,0,0,0,0,0,5,935,3,327,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,34514,2,0,0,0,0,0,0,0,0,0,0,0,0,57.94749957,34514,0,34514,34514,34514,34514,0,34514,34514,0,0,0,0,0,0,0,0,0,64,0,57.94749957,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
57758,6,2/16/2018 1:47,3912479,5,3,935,358,935,0,187,418.1447118,358,0,119.3333333,206.6913964,330.4810071,2.044739409,558925.5714,1431948.016,3805717,7,3912479,978119.75,1885282.712,3805725,3756,72530,36265,50799.96537,72186,344,0,0,0,0,168,104,1.277962131,0.766777279,0,935,143.6666667,319.4972613,102078.5,0,0,0,0,1,0,0,0,0,161.625,187,119.3333333,0,0,0,0,0,0,5,935,3,358,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
40950,6,2/16/2018 1:45,63289731,5,4,935,313,935,0,187,418.1447118,313,0,78.25,156.5,19.71883875,0.14220316400000002,7911216.375,22400000,63200000,4,63300000,15800000,31600000,63200000,22,63300000,21100000,36500000,63200000,558,0,0,0,0,168,136,0.079001758,0.063201406,0,935,124.8,301.1908955,90715.95556,0,0,0,0,1,0,0,0,0,138.6666667,187,78.25,0,0,0,0,0,0,5,935,4,313,219,211,1,32,298,0,298,298,63200000,0,63200000,63200000,Benign,53:48.2,87.236.232.200
44780,6,2/16/2018 1:46,4376308,4,5,935,288,935,0,233.75,467.5,288,0,57.6,128.7975155,279.4593068,2.056528014,547038.5,1504055.978,4269137,6,4347970,1449323.333,2442064.545,4269143,27496,107171,26792.75,24801.8709,50917,413,0,0,0,0,136,168,0.9140124510000001,1.142515563,0,935,122.3,299.5545026,89732.9,0,0,0,0,1,0,0,0,1,135.8888889,233.75,57.6,0,0,0,0,0,0,4,935,5,288,237,225,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
55716,6,2/16/2018 1:48,3905849,5,4,935,392,935,0,187,418.1447118,392,0,98,196,339.7468771,2.304236544,488231.125,1004327.38,2805690,3,3905849,976462.25,1916715.589,3851355,34,1051775,350591.6667,601952.7469,1045662,813,0,0,0,0,168,144,1.2801314129999999,1.024105131,0,935,132.7,307.6426679,94644.01111,0,0,0,0,1,0,0,0,0,147.4444444,187,98,0,0,0,0,0,0,5,935,4,392,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
42678,6,2/16/2018 1:45,4933595,5,3,935,308,935,0,187,418.1447118,308,0,102.6666667,177.8238829,251.9460961,1.621535614,704799.2857,1835224.77,4866576,7,4933595,1233398.75,2422177.469,4866583,26,28625,14312.5,7163.6988,19378,9247,0,0,0,0,168,104,1.013459759,0.608075855,0,935,138.1111111,315.7168211,99677.11111,0,0,0,0,1,0,0,0,0,155.375,187,102.6666667,0,0,0,0,0,0,5,935,3,308,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:48,25983,2,0,0,0,0,0,0,0,0,0,0,0,0,76.97340569,25983,0,25983,25983,25983,25983,0,25983,25983,0,0,0,0,0,0,0,0,0,64,0,76.97340569,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
55082,6,2/16/2018 1:48,4084317,5,3,935,329,935,0,187,418.1447118,329,0,109.6666667,189.9482386,309.4764682,1.958711824,583473.8571,1520750.604,4032122,7,4084317,1021079.25,2007404.343,4032129,27,24801,12400.5,11082.48458,20237,4564,0,0,0,0,168,104,1.22419489,0.7345169340000001,0,935,140.4444444,317.2034486,100618.0278,0,0,0,0,1,0,0,0,0,158,187,109.6666667,0,0,0,0,0,0,5,935,3,329,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,140812,3,0,0,0,0,0,0,0,0,0,0,0,0,21.30500241,70406,39968.5037,98668,42144,140812,70406,39968.5037,98668,42144,0,0,0,0,0,0,0,0,0,96,0,21.30500241,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
51502,6,2/16/2018 1:46,4392377,5,3,935,323,935,0,187,418.1447118,323,0,107.6666667,186.4841369,286.4052881,1.821337285,627482.4286,1625629.987,4313751,11,4392377,1098094.25,2143914.805,4313768,19,57651,28825.5,40352.46268,57359,292,0,0,0,0,168,104,1.138335803,0.683001482,0,935,139.7777778,316.7636255,100339.1944,0,0,0,0,1,0,0,0,0,157.25,187,107.6666667,0,0,0,0,0,0,5,935,3,323,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
21,6,2/16/2018 10:54,3,1,1,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,333333.3333,333333.3333,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,44325,2,0,0,0,0,0,0,0,0,0,0,0,0,45.1212634,44325,0,44325,44325,44325,44325,0,44325,44325,0,0,0,0,0,0,0,0,0,64,0,45.1212634,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,71508,2,0,0,0,0,0,0,0,0,0,0,0,0,27.96889858,71508,0,71508,71508,71508,71508,0,71508,71508,0,0,0,0,0,0,0,0,0,64,0,27.96889858,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
39230,6,2/16/2018 1:48,4301849,5,3,935,335,935,0,187,418.1447118,335,0,111.6666667,193.4123402,295.2218918,1.85966546,614549.8571,1559821.353,4151104,8,4301849,1075462.25,2050865.419,4151112,23,103060,51530,52065.68651,88346,14714,0,0,0,0,168,104,1.162290913,0.6973745480000001,0,935,141.1111111,317.6552551,100904.8611,0,0,0,0,1,0,0,0,0,158.75,187,111.6666667,0,0,0,0,0,0,5,935,3,335,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
21,6,2/16/2018 10:27,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1000000,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000,500000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest,53:48.2,87.236.232.200
80,6,2/16/2018 1:45,52178,3,0,0,0,0,0,0,0,0,0,0,0,0,57.49549619,26089,23963.84881,43034,9144,52178,26089,23963.84881,43034,9144,0,0,0,0,0,0,0,0,0,96,0,57.49549619,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
42080,6,2/16/2018 1:48,4199177,5,3,935,355,935,0,187,418.1447118,355,0,118.3333333,204.9593456,307.2030543,1.905135221,599882.4286,1577075.34,4176341,3,4199177,1049794.25,2084376.314,4176346,20,14541,7270.5,3742.716193,9917,4624,0,0,0,0,168,104,1.190709513,0.714425708,0,935,143.3333333,319.2471613,101918.75,0,0,0,0,1,0,0,0,0,161.25,187,118.3333333,0,0,0,0,0,0,5,935,3,355,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
50700,6,2/16/2018 1:45,4964587,5,3,935,359,935,0,187,418.1447118,359,0,119.6666667,207.2687466,260.6460517,1.6114129940000002,709226.7143,1830852.074,4860693,6,4964587,1241146.75,2413269.678,4860699,25,23608,11804,8851.562687,18063,5545,0,0,0,0,168,104,1.007133121,0.6042798730000001,0,935,143.7777778,319.5812799,102132.1944,0,0,0,0,1,0,0,0,0,161.75,187,119.6666667,0,0,0,0,0,0,5,935,3,359,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
